context,resolved_context,context_nouns,subcluster,subcluster_id
I thought that they didn’t understand me.,"CorefResult(text=""I thought that they didn’t understand me."", clusters=[['I', 'me']])",[],understand (general),
But lately I think I just don’t understand them.,"CorefResult(text=""But lately I think I just don’t understand them."", clusters=[['I', 'I']])",[],understand (general),
My boyfriend and I have been dating for almost 9 months and we’ve only been on 1 date (the day we started dating).,"CorefResult(text=""My boyfriend and I have been dating for almost 9 m..."", clusters=[['My', 'I'], ['My boyfriend and I', 'we', 'we']])","['My boyfriend', 'almost 9 months', '1 date']",date (Negative Affect / Conflict Emotion),2
My boyfriend and I have been dating for almost 9 months and we’ve only been on 1 date (the day we started dating).,"CorefResult(text=""My boyfriend and I have been dating for almost 9 m..."", clusters=[['My', 'I'], ['My boyfriend and I', 'we', 'we']])","['My boyfriend', 'almost 9 months', '1 date']",date (Negative Affect / Conflict Emotion),0
"As a boyfriend, I find myself constantly annoyed and angry with him because I feel like he doesn’t understand me, and he says he feels the same.","CorefResult(text=""As a boyfriend, I find myself constantly annoyed a..."", clusters=[['I', 'myself', 'I', 'me'], ['him', 'he', 'he', 'he']])",['a boyfriend'],understand (general),
From a young teen in the U.S.: I hate my family because of my cousin.,"CorefResult(text=""From a young teen in the U.S.: I hate my family be..."", clusters=[['I', 'my', 'my']])","['a young teen', 'my family', 'my cousin']",hate (Supportive Actions),1
From a young teen in the U.S.: I hate my family because of my cousin.,"CorefResult(text=""From a young teen in the U.S.: I hate my family be..."", clusters=[['I', 'my', 'my']])","['a young teen', 'my family', 'my cousin']",hate (Supportive Actions),1
From a young teen in the U.S.: I hate my family because of my cousin.,"CorefResult(text=""From a young teen in the U.S.: I hate my family be..."", clusters=[['I', 'my', 'my']])","['a young teen', 'my family', 'my cousin']",hate (Supportive Actions),1
"He has chocked me a few times (not to the point of passing out,) done lots of damage to things and my home, he somewhat kept me from my friends, he always blamed me for everything, and controlled who I talked to via phone or internet.","CorefResult(text=""He has chocked me a few times (not to the point of..."", clusters=[['me', 'my', 'me', 'my', 'me', 'I'], ['He', 'he', 'he']])","['the point', 'lots', 'damage', 'things', 'my home', 'my friends', 'phone', 'internet']",blame (general),
"He has chocked me a few times (not to the point of passing out,) done lots of damage to things and my home, he somewhat kept me from my friends, he always blamed me for everything, and controlled who I talked to via phone or internet.","CorefResult(text=""He has chocked me a few times (not to the point of..."", clusters=[['me', 'my', 'me', 'my', 'me', 'I'], ['He', 'he', 'he']])","['the point', 'lots', 'damage', 'things', 'my home', 'my friends', 'phone', 'internet']",blame (general),
"Lately, however, i have recognised how little i truely care for others or how little remorse i feel in any situation.","CorefResult(text=""Lately, however, i have recognised how little i tr..."", clusters=[['i', 'i', 'i']])","['others', 'how little remorse', 'any situation']",care (general),
"Lately, however, i have recognised how little i truely care for others or how little remorse i feel in any situation.","CorefResult(text=""Lately, however, i have recognised how little i tr..."", clusters=[['i', 'i', 'i']])","['others', 'how little remorse', 'any situation']",care (general),
"Lately, however, i have recognised how little i truely care for others or how little remorse i feel in any situation.","CorefResult(text=""Lately, however, i have recognised how little i tr..."", clusters=[['i', 'i', 'i']])","['others', 'how little remorse', 'any situation']",care (general),
I myself find it strange that i feel so jelous and so eager to be in control when i care so little about these people or the things they say and do.,"CorefResult(text=""I myself find it strange that i feel so jelous and..."", clusters=[['I myself', 'myself', 'i', 'i'], ['these people', 'they']])","['control', 'these people', 'the things']",care (general),
I myself find it strange that i feel so jelous and so eager to be in control when i care so little about these people or the things they say and do.,"CorefResult(text=""I myself find it strange that i feel so jelous and..."", clusters=[['I myself', 'myself', 'i', 'i'], ['these people', 'they']])","['control', 'these people', 'the things']",care (general),
"She acts this way because since they fought, my father completely neglected my mom.","CorefResult(text=""She acts this way because since they fought, my fa..."", clusters=[['my', 'my']])","['my father', 'my mom']",neglect (general),
He told her that she can’t love her anymore and that he can’t forgive her.,"CorefResult(text=""He told her that she can’t love her anymore and th..."", clusters=[['her', 'she', 'her', 'her'], ['He', 'he']])",[],love (Supportive Actions),2
He told her that she can’t love her anymore and that he can’t forgive her.,"CorefResult(text=""He told her that she can’t love her anymore and th..."", clusters=[['her', 'she', 'her', 'her'], ['He', 'he']])",[],forgive (general),
"My father’s harsh words towards her really don’t help her, because she still hopes he might love her one day.","CorefResult(text=""My father’s harsh words towards her really don’t h..."", clusters=[['My', 'her', 'her', 'she', 'her'], ['My father’s', 'he']])",['My father’s harsh words'],help (Negative Affect / Conflict Emotion),1
"My father’s harsh words towards her really don’t help her, because she still hopes he might love her one day.","CorefResult(text=""My father’s harsh words towards her really don’t h..."", clusters=[['My', 'her', 'her', 'she', 'her'], ['My father’s', 'he']])",['My father’s harsh words'],love (Supportive Actions),3
What can I do for her to help her move on and find happiness because it really has affected me a lot.,"CorefResult(text=""What can I do for her to help her move on and find..."", clusters=[['her', 'her'], ['I', 'me']])",['happiness'],help (Negative Affect / Conflict Emotion),0
"I love her and want her to be healthy and happy, not to feel like every day is more pain.","CorefResult(text=""I love her and want her to be healthy and happy, n..."", clusters=[['her', 'her']])","['every day', 'more pain']",love (Supportive Actions),0
My 11 year old son loves baseball and is very good.,"CorefResult(text=""My 11 year old son loves baseball and is very good..."", clusters=[])","['My 11 year old son', 'baseball']",love (Supportive Actions),3
When he is with her he misses practices and has missed games.,"CorefResult(text=""When he is with her he misses practices and has mi..."", clusters=[['he', 'he']])","['practices', 'games']",miss (general),
"I didn’t have any kind of abusive childhood, the only unusual occurrence growing up was that I was raised by my father, who was widowed, since the age of three.","CorefResult(text=""I didn’t have any kind of abusive childhood, the o..."", clusters=[['I', 'I', 'my']])","['any kind', 'abusive childhood', 'the only unusual occurrence', 'my father', 'the age']",raise (general),
Though recently I’ve been hating social interaction and have felt completely numb in general.,"CorefResult(text=""Though recently I’ve been hating social interactio..."", clusters=[])",['social interaction'],hate (Supportive Actions),1
so i discovered that other people believe in them to,"CorefResult(text=""so i discovered that other people believe in them ..."", clusters=[])",['other people'],believe (general),
"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.","CorefResult(text=""From France: My boyfriend criticizes me all the ti..."", clusters=[['My', 'me'], ['My boyfriend', 'he', 'his']])","['My boyfriend', 'the last few months', 'his psychotherapist']",criticize (general),
"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.","CorefResult(text=""From France: My boyfriend criticizes me all the ti..."", clusters=[['My', 'me'], ['My boyfriend', 'he', 'his']])","['My boyfriend', 'the last few months', 'his psychotherapist']",criticize (general),
"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.","CorefResult(text=""From France: My boyfriend criticizes me all the ti..."", clusters=[['My', 'me'], ['My boyfriend', 'he', 'his']])","['My boyfriend', 'the last few months', 'his psychotherapist']",criticize (general),
Daughter adores me and son likes me and we all have fun but he does NOT like seeing me with his father.,"CorefResult(text=""Daughter adores me and son likes me and we all hav..."", clusters=[['me', 'me', 'me'], ['he', 'his']])","['Daughter', 'son', 'fun', 'his father']",like (Supportive Actions),3
"My mom, she’s very career oriented and we all support that through whatever she needs,","CorefResult(text=""My mom, she’s very career oriented and we all supp..."", clusters=[['she', 'she']])",[],support (general),
Grand parent don’t believe in mental health problems and won’t let her be seen for depression.,"CorefResult(text=""Grand parent don’t believe in mental health proble..."", clusters=[])","['Grand parent', 'mental health problems', 'depression']",believe (general),
Also when people speak to me I sometimes can’t understand them even if I can hear them perfectly.,"CorefResult(text=""Also when people speak to me I sometimes can’t und..."", clusters=[['me', 'I', 'I'], ['people', 'them', 'them']])",['people'],understand (general),
I’ll call her D made me and my other friend B. hate each other.,"CorefResult(text=""I’ll call her D made me and my other friend B. hat..."", clusters=[['I', 'me', 'my']])","['D', 'my other friend']",hate (Supportive Actions),2
I’ll call her D made me and my other friend B. hate each other.,"CorefResult(text=""I’ll call her D made me and my other friend B. hat..."", clusters=[['I', 'me', 'my']])","['D', 'my other friend']",hate (Supportive Actions),3
she acted like she hate her with me.,"CorefResult(text=""she acted like she hate her with me."", clusters=[])",[],hate (Supportive Actions),0
she acted like she hate her with me.,"CorefResult(text=""she acted like she hate her with me."", clusters=[])",[],hate (Supportive Actions),0
and when she’s with other friend she acted like she hate me.,"CorefResult(text=""and when she’s with other friend she acted like sh..."", clusters=[['she', 'she', 'she']])",['other friend'],hate (Supportive Actions),0
I never had boyfriend and we both never were loved each other.,"CorefResult(text=""I never had boyfriend and we both never were loved..."", clusters=[])",['boyfriend'],love (Supportive Actions),1
I can’t understand what i did wrong for him to make fun of me in front of other people.my other friends say I’m over reacting and it’s a joke.and after that I avoids him,"CorefResult(text=""I can’t understand what i did wrong for him to mak..."", clusters=[['I', 'i', 'me', 'I', 'I'], ['him', 'him']])","['wrong', 'fun', 'front', 'other people.my other friends']",avoid (general),
I can’t understand what i did wrong for him to make fun of me in front of other people.my other friends say I’m over reacting and it’s a joke.and after that I avoids him,"CorefResult(text=""I can’t understand what i did wrong for him to mak..."", clusters=[['I', 'i', 'me', 'I', 'I'], ['him', 'him']])","['wrong', 'fun', 'front', 'other people.my other friends']",avoid (general),
We really love each other so much and are due to marry very soon.,"CorefResult(text=""We really love each other so much and are due to m..."", clusters=[['We', 'each other']])",[],love (Supportive Actions),1
I was abused as a child and thought I was over all of this.,"CorefResult(text=""I was abused as a child and thought I was over all..."", clusters=[['I', 'I']])",['a child'],abuse (general),
"My boyfriend has never been unfaithful and I know he loves me insanely, he’s just over friendly with girls and I honestly find it really difficult to deal with, because I’m very insecure, because I find his behavior exceeding “limits”, and especially that he wouldn’t accept me to behave this way around guys.","CorefResult(text=""My boyfriend has never been unfaithful and I know ..."", clusters=[['My', 'I', 'me', 'I', 'I', 'I', 'me'], ['My boyfriend', 'he', 'he', 'his', 'he']])","['My boyfriend', 'girls', 'his behavior', '“limits', 'guys']",love (Supportive Actions),3
"I’m obviously extremely worried about her and on a selfish note, I miss her a lot because she doesn’t seem to need or want me anymore.","CorefResult(text=""I’m obviously extremely worried about her and on a..."", clusters=[['I', 'I', 'me'], ['her', 'her', 'she']])",['a selfish note'],miss (general),
Also he liked alcohol.,"CorefResult(text=""Also he liked alcohol."", clusters=[])",['alcohol'],like (Supportive Actions),0
From the U.S.: I believe I am bi-polar.,"CorefResult(text=""From the U.S.: I believe I am bi-polar."", clusters=[['I', 'I']])",[],believe (general),
"I don’t believe in talk therapy, but something is wrong with my head.","CorefResult(text=""I don’t believe in talk therapy, but something is ..."", clusters=[['I', 'my']])","['talk therapy', 'my head']",believe (general),
Can you tell me how a psychologist or psychiatrist could actually help me without just explaining their job?,"CorefResult(text=""Can you tell me how a psychologist or psychiatrist..."", clusters=[['me', 'me'], ['a psychologist or psychiatrist', 'their']])","['a psychologist', 'psychiatrist', 'their job']",help (Negative Affect / Conflict Emotion),2
Can you tell me how a psychologist or psychiatrist could actually help me without just explaining their job?,"CorefResult(text=""Can you tell me how a psychologist or psychiatrist..."", clusters=[['me', 'me'], ['a psychologist or psychiatrist', 'their']])","['a psychologist', 'psychiatrist', 'their job']",help (Negative Affect / Conflict Emotion),2
From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,"CorefResult(text=""From a teen in the U.S.: I have been dating my boy..."", clusters=[['a teen in the U.S.', 'I', 'my']])","['a teen', 'my boyfriend', 'a little over 6 months']",date (Negative Affect / Conflict Emotion),0
From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,"CorefResult(text=""From a teen in the U.S.: I have been dating my boy..."", clusters=[['a teen in the U.S.', 'I', 'my']])","['a teen', 'my boyfriend', 'a little over 6 months']",date (Negative Affect / Conflict Emotion),0
From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,"CorefResult(text=""From a teen in the U.S.: I have been dating my boy..."", clusters=[['a teen in the U.S.', 'I', 'my']])","['a teen', 'my boyfriend', 'a little over 6 months']",date (Negative Affect / Conflict Emotion),0
I need to know what others think because I love my kids and never want to lose them and at this time my parents are telling me they will take my kids.,"CorefResult(text=""I need to know what others think because I love my..."", clusters=[['I', 'my', 'my', 'me', 'my'], ['them', 'my kids']])","['others', 'my kids', 'this time', 'my parents', 'my kids']",love (Supportive Actions),0
She knows now that I do not like that,"CorefResult(text=""She knows now that I do not like that"", clusters=[])",[],like (Supportive Actions),1
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",connect (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",connect (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",care (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",care (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",care (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",care (general),
"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.","CorefResult(text=""I cant connect with people at all on an emotional ..."", clusters=[['I', 'I', 'I']])","['people', 'an emotional level', 'the persons dreams', 'desires', 'emotions', 'well-being', 'that matter']",care (general),
But I don’t even care about my parents in the same manor I don’t care about other people.,"CorefResult(text=""But I don’t even care about my parents in the same..."", clusters=[['I', 'my', 'I']])","['my parents', 'the same manor', 'other people']",care (general),
But I don’t even care about my parents in the same manor I don’t care about other people.,"CorefResult(text=""But I don’t even care about my parents in the same..."", clusters=[['I', 'my', 'I']])","['my parents', 'the same manor', 'other people']",care (general),
But I don’t even care about my parents in the same manor I don’t care about other people.,"CorefResult(text=""But I don’t even care about my parents in the same..."", clusters=[['I', 'my', 'I']])","['my parents', 'the same manor', 'other people']",care (general),
"From a woman in Iran: I have found out that I have a really bad personality problem; here it is: When someone that I care about makes me angry repeatedly (for things like not answering my phone calls), I talk aggressively and bittingly to him/her.","CorefResult(text=""From a woman in Iran: I have found out that I have..."", clusters=[['a woman in Iran', 'I', 'I', 'I', 'me', 'my', 'I'], ['a really bad personality problem', 'it'], ['someone that I care about', 'him/her']])","['a woman', 'a really bad personality problem', 'things', 'my phone calls']",care (general),
"On one hand, I’m sad and guilty because of my impolite talking and nagging; on the other hand, I believe that person is the one that made me mad and he/she deserved my rude words.","CorefResult(text=""On one hand, I’m sad and guilty because of my impo..."", clusters=[['I', 'my', 'I', 'me', 'my'], ['that person', 'he/she']])","['one hand', 'my impolite talking', 'nagging', 'the other hand', 'that person', 'my rude words']",believe (general),
"She got a lot of my dads money in the divorce, he is obviously upset about that which I understand.","CorefResult(text=""She got a lot of my dads money in the divorce, he ..."", clusters=[['my dads', 'he'], ['my', 'I']])","['a lot', 'my dads money', 'the divorce']",understand (general),
I was wondering if a therapist would help them.,"CorefResult(text=""I was wondering if a therapist would help them."", clusters=[])",['a therapist'],help (Negative Affect / Conflict Emotion),2
He has said that he is the type of guy that shouldn’t be in a relationship because he likes his space.,"CorefResult(text=""He has said that he is the type of guy that should..."", clusters=[['He', 'he', 'he', 'his']])","['the type', 'guy', 'a relationship', 'his space']",like (Supportive Actions),0
"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.","CorefResult(text=""I love my boyfriend and sometimes him and my son h..."", clusters=[['I', 'my', 'my'], ['him', 'he'], ['my son', 'he']])","['my boyfriend', 'my son', 'lots', 'fun']",love (Supportive Actions),0
"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.","CorefResult(text=""I love my boyfriend and sometimes him and my son h..."", clusters=[['I', 'my', 'my'], ['him', 'he'], ['my son', 'he']])","['my boyfriend', 'my son', 'lots', 'fun']",love (Supportive Actions),0
"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.","CorefResult(text=""I love my boyfriend and sometimes him and my son h..."", clusters=[['I', 'my', 'my'], ['him', 'he'], ['my son', 'he']])","['my boyfriend', 'my son', 'lots', 'fun']",love (Supportive Actions),0
"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?","CorefResult(text=""Hello, I am a 17 years old teenager, since I was a..."", clusters=[['I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'me', 'me', 'I', 'I', 'me', 'me', 'I', 'me', 'I', 'I', 'I', 'myself', 'I', 'me', 'I', 'I', 'my', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'my', 'me', 'my', 'I', 'my', 'I', 'my', 'me', 'I', 'I', 'I', 'my', 'me', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'I', 'I'], ['been', 'that'], ['cry', 'it', 'it', 'it'], ['they', 'they', 'their', 'they'], ['another person', 'that person'], ['my family', 'my family members', 'my family', 'my family', 'they'], ['the problem', 'it', 'it']])","['a 17 years old teenager', 'a little girl', 'ridiculous things', 'the stupidest reasons', 'a kid', 'kids', 'a lot', 'social anxiety', 'others', 'the feeling', 'the fear', 'their judgement', 'no reason', 'social interactions', 'a situation', 'few hurtful words', 'another person', 'that person', 'generally my reaction', 'any emotion', 'hundreds', 'times', 'the urge', 'my tears', 'a fail', 'no one', 'my family members', 'a disaster', 'my family', 'a therapist', 'my family', 'the therapist', 'different ways', 'any situation', 'certain types', 'movies', 'any videos', 'heartwarming situations', 'kind acts', 'comedy', 'jokes', 'the only thing', 'my thoughts', 'some scenarios', 'some memories', 'the moment', 'temporary solutions', 'the problem', 'a mental issue']",like (Supportive Actions),2
"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?","CorefResult(text=""Hello, I am a 17 years old teenager, since I was a..."", clusters=[['I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'me', 'me', 'I', 'I', 'me', 'me', 'I', 'me', 'I', 'I', 'I', 'myself', 'I', 'me', 'I', 'I', 'my', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'my', 'me', 'my', 'I', 'my', 'I', 'my', 'me', 'I', 'I', 'I', 'my', 'me', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'I', 'I'], ['been', 'that'], ['cry', 'it', 'it', 'it'], ['they', 'they', 'their', 'they'], ['another person', 'that person'], ['my family', 'my family members', 'my family', 'my family', 'they'], ['the problem', 'it', 'it']])","['a 17 years old teenager', 'a little girl', 'ridiculous things', 'the stupidest reasons', 'a kid', 'kids', 'a lot', 'social anxiety', 'others', 'the feeling', 'the fear', 'their judgement', 'no reason', 'social interactions', 'a situation', 'few hurtful words', 'another person', 'that person', 'generally my reaction', 'any emotion', 'hundreds', 'times', 'the urge', 'my tears', 'a fail', 'no one', 'my family members', 'a disaster', 'my family', 'a therapist', 'my family', 'the therapist', 'different ways', 'any situation', 'certain types', 'movies', 'any videos', 'heartwarming situations', 'kind acts', 'comedy', 'jokes', 'the only thing', 'my thoughts', 'some scenarios', 'some memories', 'the moment', 'temporary solutions', 'the problem', 'a mental issue']",avoid (general),
"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?","CorefResult(text=""Hello, I am a 17 years old teenager, since I was a..."", clusters=[['I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'me', 'me', 'I', 'I', 'me', 'me', 'I', 'me', 'I', 'I', 'I', 'myself', 'I', 'me', 'I', 'I', 'my', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'my', 'me', 'my', 'I', 'my', 'I', 'my', 'me', 'I', 'I', 'I', 'my', 'me', 'I', 'me', 'I', 'me', 'I', 'my', 'I', 'I', 'I'], ['been', 'that'], ['cry', 'it', 'it', 'it'], ['they', 'they', 'their', 'they'], ['another person', 'that person'], ['my family', 'my family members', 'my family', 'my family', 'they'], ['the problem', 'it', 'it']])","['a 17 years old teenager', 'a little girl', 'ridiculous things', 'the stupidest reasons', 'a kid', 'kids', 'a lot', 'social anxiety', 'others', 'the feeling', 'the fear', 'their judgement', 'no reason', 'social interactions', 'a situation', 'few hurtful words', 'another person', 'that person', 'generally my reaction', 'any emotion', 'hundreds', 'times', 'the urge', 'my tears', 'a fail', 'no one', 'my family members', 'a disaster', 'my family', 'a therapist', 'my family', 'the therapist', 'different ways', 'any situation', 'certain types', 'movies', 'any videos', 'heartwarming situations', 'kind acts', 'comedy', 'jokes', 'the only thing', 'my thoughts', 'some scenarios', 'some memories', 'the moment', 'temporary solutions', 'the problem', 'a mental issue']",understand (general),
I love him and would do anything for him.,"CorefResult(text=""I love him and would do anything for him."", clusters=[['him', 'him']])",[],love (Supportive Actions),0
"And I don’t know why I’m scared because she’s a very good mother, and I’ve trusted her with a lot of secrets.","CorefResult(text=""And I don’t know why I’m scared because she’s a ve..."", clusters=[['I', 'I', 'I'], ['she', 'her']])","['a very good mother', 'a lot', 'secrets']",trust (general),
"And I don’t know why I’m scared because she’s a very good mother, and I’ve trusted her with a lot of secrets.","CorefResult(text=""And I don’t know why I’m scared because she’s a ve..."", clusters=[['I', 'I', 'I'], ['she', 'her']])","['a very good mother', 'a lot', 'secrets']",trust (general),
"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!","CorefResult(text=""She wants me to support her financially ( I only t..."", clusters=[['She', 'her', 'her'], ['me', 'I', 'I', 'I', 'myself']])",['years'],support (general),
"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!","CorefResult(text=""She wants me to support her financially ( I only t..."", clusters=[['She', 'her', 'her'], ['me', 'I', 'I', 'I', 'myself']])",['years'],support (general),
"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!","CorefResult(text=""She wants me to support her financially ( I only t..."", clusters=[['She', 'her', 'her'], ['me', 'I', 'I', 'I', 'myself']])",['years'],support (general),
She tells me I am the only person that understands her!,"CorefResult(text=""She tells me I am the only person that understands..."", clusters=[['She', 'her']])",['the only person'],understand (general),
"To how unhappy se is, how bored, how she hates relying on everyone for money, how no-one loves her.","CorefResult(text=""To how unhappy se is, how bored, how she hates rel..."", clusters=[['se', 'she', 'her']])","['money', 'no-one']",love (Supportive Actions),1
I don’t like people.,"CorefResult(text=""I don’t like people."", clusters=[])",['people'],like (Supportive Actions),1
Her boyfriend has never liked me.,"CorefResult(text=""Her boyfriend has never liked me."", clusters=[])",['Her boyfriend'],like (Supportive Actions),3
"I don’t really eat healthy, I have trouble trusting people (there isn’t anyone I trust fully in the entire world) and I don’t get along well with my family.","CorefResult(text=""I don’t really eat healthy, I have trouble trustin..."", clusters=[['I', 'I', 'I', 'I', 'my']])","['trouble', 'people', 'the entire world', 'my family']",trust (general),
"The real problem, every time he goes to get help they accuse him of just wanting to get drugs, but he hates taking any drugs.","CorefResult(text=""The real problem, every time he goes to get help t..."", clusters=[['he', 'him', 'he']])","['The real problem', 'help', 'drugs', 'any drugs']",accuse (general),
I love gay men.,"CorefResult(text=""I love gay men."", clusters=[])",['gay men'],love (Supportive Actions),0
