context,love,like,hate,date,help,dist_General Distortion,dist_No Distortion,dist_Labeling,dist_Magnification,dist_Fortune-telling,dist_Personalization,dist_Mind Reading,dist_Mental filter,dist_Emotional Reasoning,dist_Overgeneralization,dist_All-or-nothing thinking,dist_Should statements
The fantasies have been following the same narrative where someone severely abuses me and is justified because I did something horribly wrong to my abuser or their family member,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have been dating the same person for almost three years I recently find myself getting angry because I feel i am not completing my goals as fast as I would like to and in return blaming it on the relationship for the this reason: If i worked more overtime I could reach my goal faster but don’t want to because then I would miss him a lot,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
I have been dating the same person for almost three years I recently find myself getting angry because I feel i am not completing my goals as fast as I would like to and in return blaming it on the relationship for the this reason: If i worked more overtime I could reach my goal faster but don’t want to because then I would miss him a lot,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
I have been dating the same person for almost three years I recently find myself getting angry because I feel i am not completing my goals as fast as I would like to and in return blaming it on the relationship for the this reason: If i worked more overtime I could reach my goal faster but don’t want to because then I would miss him a lot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve always noticed that if she can’t see something she doesn’t believe in it,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And I feel as though she simply can’t grasp the fact that I at least care about her,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I feel like she doesn’t even love me anymore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I do not trust others and I do not trust myself so a lot of the time I feel as if I am not mentally ill and only making it up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I do not trust others and I do not trust myself so a lot of the time I feel as if I am not mentally ill and only making it up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I do not trust others and I do not trust myself so a lot of the time I feel as if I am not mentally ill and only making it up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I hate being considered a potential leader due to my traits I hate them with a burning passion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I hate being considered a potential leader due to my traits I hate them with a burning passion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’m quite dark i like dark humor,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My mind never seems to drift away from over-analyzing any small part of my day that may be related to some sort of symptom of a disorder (such as overreacting to any thoughts that don’t seem to be mine kind of thing),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My father came to collect me and I got told off as he did not believe it was my mother who told me to do this and I suppose that had a lasting impact as since then I don’t believe he trusts me as an innocent party,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My father came to collect me and I got told off as he did not believe it was my mother who told me to do this and I suppose that had a lasting impact as since then I don’t believe he trusts me as an innocent party,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I tend to feel like im somehow not in control of my thoughts at all its one thought after another sometimes with no connection at all I doubt myself so much ill constantly think that what I feel is wrong and I shouldn’t even feel or think the way I do,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I realized that I don’t really care at all about things I should care about,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
He never accepts responsibility for anything,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Even though mentally it was probably all not good for me it was the most amazing thing ever and I liked him so much,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
But since I trusted my mom these comments did stick with me and made me feel unsure and unsafe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For the past 3 1/2 years I have been commuting back and forth I felt like I have missed so much of the college experience and have such little freedom compared to everyone else my age,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
She never respects my privacy and constantly condescends me especially in front of other family members,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
When I date more “douchy” kind of guys I feel safe like things are the way they should but then I also get annoyed by their behavior and keep thinking that I deserve someone better I’m so sad lonely and confused and I feel like something is wrong with me and I should be ashamed that I can’t find a boyfriend,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Now we’re arguing because I’m afraid my boyfriend doesn’t respect me since he did absolutely nothing except what I asked him to do,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I confronted both of them but they deny it … now I don’t trust them alone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I often get irritated by my my family members who I otherwise adore and are great people and I love them and behave well most of the times,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
We both love each other a lot and can’t even breakup(although we’ve tried) and it’s impossible to give up,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have never trusted anyone which’s stem most likely from being molested   I feel I’m ugly and no girl could possibly love me so they must have another guy  I had to quit my job because I can’t be around people anymore I feel weird and awkward and never have one thing to say,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have never trusted anyone which’s stem most likely from being molested   I feel I’m ugly and no girl could possibly love me so they must have another guy  I had to quit my job because I can’t be around people anymore I feel weird and awkward and never have one thing to say,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I don’t feel like I have a happy future ahead of me   I don’t enjoy my job I have close to zero friends ever since I quit drinking and drugs I’m always worrying about things that don’t even matter I still think about the girl who broke my heart over ten years ago My brother (who I love very much) lives on the other side of the country I don’t know where to meet a decent girl that I could start a family with I don’t have the spark or motivation to hold conversations with people I have very little interest in many of the things I used to enjoy doing and frankly I’m afraid that I’m going to die alone without a family,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’m now 24 and nothing I’ve to do with my life When I get up –think to do take a step for my career or anything I feel fear– the fear of nothing I don’t know where this fear in came from and why I feared a lot Every time…my all day went like this,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
They neither helped us but it seemed were only there to criticize us,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
I just feel like such a failure and like such a burden on everyone  I barely have any friends and I never talk to the ones I do have because I feel like they all hate me and think I’m annoying,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I just can not look at her the same way I want to scream tells someone but I’m afraid she will lie People will probably believe her over me because lately I’ve been going through some trust issues with my dad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I just can not look at her the same way I want to scream tells someone but I’m afraid she will lie People will probably believe her over me because lately I’ve been going through some trust issues with my dad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I did not like this action and the moment he did this and looked at me he knew I was pissed,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I am afraid of being influenced by someone’s opinion when that person doesn’t like the things that I like I am afraid that by understanding her/his perspective I’ll stop enjoying the things that I do enjoy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I am afraid of being influenced by someone’s opinion when that person doesn’t like the things that I like I am afraid that by understanding her/his perspective I’ll stop enjoying the things that I do enjoy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I sometimes love them too much and other times I just can’t stand being around them  Lately I have been trying my best to be positive but there’s always something that happens and just simply makes me feel negative again,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve kept a journal for years and in my earliest entries I blamed this on other people I thought that they didn’t understand me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve kept a journal for years and in my earliest entries I blamed this on other people I thought that they didn’t understand me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve kept a journal for years and in my earliest entries I blamed this on other people I thought that they didn’t understand me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve kept a journal for years and in my earliest entries I blamed this on other people I thought that they didn’t understand me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
As a friend he was perfect As a boyfriend I find myself constantly annoyed and angry with him because I feel like he doesn’t understand me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
He has chocked me a few times (not to the point of passing out) done lots of damage to things and my home he somewhat kept me from my friends he always blamed me for everything and controlled who I talked to via phone or internet  He wasn’t always this way He was caring loving showed his emotions made sure I had what I needed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
He has chocked me a few times (not to the point of passing out) done lots of damage to things and my home he somewhat kept me from my friends he always blamed me for everything and controlled who I talked to via phone or internet  He wasn’t always this way He was caring loving showed his emotions made sure I had what I needed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
He has chocked me a few times (not to the point of passing out) done lots of damage to things and my home he somewhat kept me from my friends he always blamed me for everything and controlled who I talked to via phone or internet  He wasn’t always this way He was caring loving showed his emotions made sure I had what I needed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Though recently I’ve been hating social interaction and have felt completely numb in general So I’m either aggressive numb or randomly anxious that I’m being too distant or too abrasive,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My boyfriend criticizes me all the time especially in the last few months since he is going to his psychotherapist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My boyfriend criticizes me all the time especially in the last few months since he is going to his psychotherapist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello I am a 17 years old teenager since I was a little girl I’ve always been fragile and sensitive and by that I mean extremely sensitive and I cry for everything and nothing I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it at first I thought just because I was a kid kids cry a lot and it will disappear eventually when I grow up but it never went away it grew up with me that resulted me having social anxiety I don’t like to talk or interact with others because I constantly have the feeling that they would judge me and that they won’t like me and I always have the fear of their judgement if they ever saw me crying for no reason I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry it’s so easy to get me to cry all it takes is few hurtful words or seeing another person crying and I will instantly cry even if I don’t know who is that person and generally my reaction to anything or any emotion is crying when I am angry I cry when I am happy I cry when I am scared I cry…,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello I am a 17 years old teenager since I was a little girl I’ve always been fragile and sensitive and by that I mean extremely sensitive and I cry for everything and nothing I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it at first I thought just because I was a kid kids cry a lot and it will disappear eventually when I grow up but it never went away it grew up with me that resulted me having social anxiety I don’t like to talk or interact with others because I constantly have the feeling that they would judge me and that they won’t like me and I always have the fear of their judgement if they ever saw me crying for no reason I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry it’s so easy to get me to cry all it takes is few hurtful words or seeing another person crying and I will instantly cry even if I don’t know who is that person and generally my reaction to anything or any emotion is crying when I am angry I cry when I am happy I cry when I am scared I cry…,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Her boyfriend has never liked me He never says anything positive,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My biggest problems at the moment are self-diagnosed Pure OCD as well as the effects of growing up with emotionally and physically abusive parents who i’m still stuck living with (not to mention bullying at school) with the OCD I’ve cycled through several obsessions which made me deeply depressed and suicidal managed to get over cancer fears paraphilia fears schizophrenia fears existential fears etc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My biggest problems at the moment are self-diagnosed Pure OCD as well as the effects of growing up with emotionally and physically abusive parents who i’m still stuck living with (not to mention bullying at school) with the OCD I’ve cycled through several obsessions which made me deeply depressed and suicidal managed to get over cancer fears paraphilia fears schizophrenia fears existential fears etc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have friends who emotionally depend on me but I can’t I simply cannot feel sympathy or empathy I cannot commit to anything I’m not passionate about anything except painting but it doesn’t feel like passion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
At an early age I’ve always disliked people my own age,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
At an early age I’ve always disliked people my own age,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
At an early age I’ve always disliked people my own age,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have had doubts about whether or not she really cares about me for few years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have had doubts about whether or not she really cares about me for few years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I do the same to things that I LOVE doing Eg: 1) I procrastinate doing Homework until the last hour,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but I love it when I’m doing it 2) I procrastinate studying for a class but when I finally do I REALLY enjoy it,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’m really struggling with understanding how I was a huge part of his life for almost two decades and even though we are still married his actions show that he truly does not care about me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Her mother hates that and resents her for going there first,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And I blame myself for all that knowing that I can hurt somebody,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And I blame myself for all that knowing that I can hurt somebody,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
so my boyfriend says he trusts me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I really need to talk to someone but I fear that they will despise me what is my problem Why do I behaving like a fool?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve been experiencing hallucinations and delusions mainly delusions I often see a figure following me around just behind my back shadows near me and my delusions include the thought that everything i see is not real that everyone hates me that something will eventually come and kill me even if its not alive amd much more  The smallest task can seem like such s pain and i have also many more things i have experienced,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And kinda of secretly and slightly irrationally I’m dating her in my head & I sounds crazy… I feel crazy for wanting to live this out in my head,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
And kinda of secretly and slightly irrationally I’m dating her in my head & I sounds crazy… I feel crazy for wanting to live this out in my head,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
I wonder if I am ever going to get better or if this depressive episode has damaged my brain in a way that can’t be repaired I feel like therapy isn’t helping with this at all – thinking through things can’t really elevate my mood it actually often makes everything worse,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sometimes i get awful thoughts that makes me feel guilty  im paranoid about everything people are staring they’re talking behind my back i cant trust anyone-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have thought running through my head telling me that people don’t like me and that I am doing things wrong and am being judged for them I am scared to say things for fear that people will be upset I pick at my skin and hair until my face and/or cuticles bleed I continuously feel bored and numb I feel as though I can’t get excited or aroused by things anymore despite that never being an issue before,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
This helped me a great deal while I was doing both of those things however I chose to stop them both as I made myself believe I didn’t need them,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Some siblings have drug issues and some are just gossipers wanting to start problems but all of them (6 siblings and mom) do not like me They try to hurt me talk bad about me and make my husband choose sides,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have always been socially awkward and shy but I haven’t always been this antisocial or numb but ever since I graduated high school and had a falling out with my best friend I just avoid human contact at all costs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
People don’t really care about me I’m the one they call only when they need something,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I then think everybody hates me,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I feel like he really hates me at those moments,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I feel like he really hates me at those moments,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I had an extreme hate towards myself sabotaging every artistic talent that I had from a writing skill a drawing skill a beautiful voice basically every aspect of my talent that was feminine I hated it,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i get happy i need to remind myself i dont deserve to feel that or that its all fake and none if it will lastMy grades are poor and I prepare to commit suicide within the next three years or maybe next year or before college I dont want to hurt my mother just in case she really does love me I believe everyone will leave me and have isolated myself Everything makes me cry,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i get happy i need to remind myself i dont deserve to feel that or that its all fake and none if it will lastMy grades are poor and I prepare to commit suicide within the next three years or maybe next year or before college I dont want to hurt my mother just in case she really does love me I believe everyone will leave me and have isolated myself Everything makes me cry,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’m lost in life I often feel rage anger and hatred towards others for no reason and I want it to stop When I was younger I always was that light hearted hopeful little boy that helped anyone he could now I look in the mirror and all I see is a Monster filled with so much rage that I could spit fire,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
My teacher at school doesn’t teach the material but expects us to know how to do it on his level even though we’re beginners (AP Language),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but there is acceptance and there is acquiescence which means i will accept it but need to protest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My husband had saved her web page on his favorites I had no idea he would do something like this and it has really upset me I can’t help it,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
but I don’t trust him anymore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lie a lot and people believe me all the time i always feel like the moment they knew me for who i am they’ll leave me   -i,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I am devastated because I love him and because I feel guilty that I’m the one who caused the whole problem,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The glitch to the perfect story comes a few months after we started dating He misses dinner and a weekend we were supposed to have together and doesn’t return my phone calls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I hate myself for even thinking it and punish myself for being so selfish — not thinking about what it’d do to my family but when I’m in a depressed mood It seems to be the only way out and the thought is a sort of stimulant,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but I get mad at everything and people dont help what so ever,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
For the last three years I never felt right I started to cut myself because I wanted to punish myself because I hated myself I am a very insecure person and I have never like one thing about myself,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For the last three years I never felt right I started to cut myself because I wanted to punish myself because I hated myself I am a very insecure person and I have never like one thing about myself,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I love my little brother a lot and I could never hurt someone but I’m so scared of those urges turning into reality  I get an image of the situation and right when I snap out of it I start wondering what’s wrong with me why am I like this,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but I love my mom to death,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but I love my mom to death,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have questioned the fit the entire time but I’ve really improved and and feel she is helping me,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
There are times where I feel completely fine emotionally but I’ll find myself thinking “I hate my life” or “I’m a worthless pice of crap” or something else along those lines,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I can’t tell if she just really can’t understand me or if she really doesn’t care what I have to say,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It caused me to hate my parents and instead of being sorry for anything it always made me more hateful and revenge-seeking,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i love my family and friends but i cant seem to relate to them anymore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i love my family and friends but i cant seem to relate to them anymore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I think I like it too much,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I cannot communicate with her in almost every aspect in my life because we cannot understand each other,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I just started sophomore year and things suck My parents get mad at me for every little detail of my life I have okay grades and shitty friends Worst of all I hate everything that is breathing,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I hate object too Today I thought to myself I hate everything but jokes on them I hate myself more  I’m too dumb to get into college for Knowledge I want to leave the stupid state that I live in and live somewhere were nobody knows me,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I hate object too Today I thought to myself I hate everything but jokes on them I hate myself more  I’m too dumb to get into college for Knowledge I want to leave the stupid state that I live in and live somewhere were nobody knows me,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nobody loves me I feel lost and confused  I am very rational and I know it was wrong but in the end it didn’t matter anyways,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
He has never accepted me for who I am,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
’m 45 and just left my boyfriend after 28 years and i never had any other friends i find it hard to make friends i was abused as a child and now in very insecure with myselfI’ve just stopped smoking pot as well as he was a dealer and lived with paranoia as he wood rip people off now I’ve left him and now living with my daughter and in getting to know her again but i still feel i can’t socialize with other people in getting my own place and starting from scratch i don’t know how to get new friends or in saying the wrong thing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mean i love my boyfred and friendsbut he breaks up with me ill be,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
okey(but i really love himand,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For example I didn’t really care where I ended up going to college and I should,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i believe that everyone is watching me and i cant trust anyone (that includes you) that there are cameras everywhere that i am dead and that this is just someone trying to see how id be after my death  i also have severe ptsd where at times i go completely deaf and nightmares but the memories came back only recently (after 3 yrs) and i am sure im just making it up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I KNOW he loves me very much and out of respect to me he would cut any of his friends off if I did not like them,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I KNOW he loves me very much and out of respect to me he would cut any of his friends off if I did not like them,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it’s hard for me because she still talks to me every day I see her at college we have the same classes it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it’s hard for me because she still talks to me every day I see her at college we have the same classes it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it’s hard for me because she still talks to me every day I see her at college we have the same classes it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it’s hard for me because she still talks to me every day I see her at college we have the same classes it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
it’s hard for me because she still talks to me every day I see her at college we have the same classes it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No one understands me and I can’t explain because God knows how they will react,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but I can’t help it,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Also it would only worsen the situation Instead if he spoke for him they would be always forgive their son,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Another thing is that my mother loves lecturing me about how naïve I am and how I cannot possibly understand the real world However she appears not to see me literally wilting in front of her implied insults that she hurls at me without remorse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
If I tell him to stop talking to them he’ll hate me,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I don’t trust mental health professionals because I’m afraid of what they (and my parents) will do to me if I tell the truth   Everyone around me hates me everyone thinks I’m crazy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I don’t trust mental health professionals because I’m afraid of what they (and my parents) will do to me if I tell the truth   Everyone around me hates me everyone thinks I’m crazy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The thing is that every time I start fasting I can’t complete the goal that I set and it makes me hate myself even more   I’m very sensitive to failing at things due to school,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
and I don’t like the person I have seem to become from all this I feel irrational and crazy on a daily basis and break down about as often as when I was a kid and just don’t know what to do with myself or how to act half the time and apparently ignore everything and everyone who is around me at times and just zone out of everything I find large pieces of days I can’t remember,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
(I should also mention that I suspect that I have borderline personality disorder due to emotional neglect/abuse from my parents and suddenly 4 years ago all my friends (known them for 7+ years) abandoned me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A weirder example is when I got a second cat I kept trying to convince my parents to give her away because I liked the dynamic of having one catit meant no favourites and the thought of things changing made me cry just thinking about it,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I just don’t feel like she cares The only reason I can think of her dismissing it is because she is ok with it there is no reason I shouldn’t be,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Other things to note that might help with a diagnosis is that I have a tendency to catastrophize For example I feel like my husband’s family does not like me I will stew about it until I become worried that they are going to kill me and leave my body somewhere,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Other things to note that might help with a diagnosis is that I have a tendency to catastrophize For example I feel like my husband’s family does not like me I will stew about it until I become worried that they are going to kill me and leave my body somewhere,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What I do believe is that I only matter based on what I give to humanity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’m unhappy and I hate that because I don’t have anything to be unhappy about  This looming sense that nothing’s going to work out,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I have avoided it because I am scared that I will feel that way and go back on things that I have worked so hard to conquer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
but she won’t believe it the problem is she became like a different person she stalks every move,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
he does she took away his phone she’s suspicious about every little thing he does no matter how he treats her she keeps giving him a hard time and never satisfied she began talking to herself she faints and starts screaming like a maniac when she sleeps she wakes up in the middle of the night screaming and cursing dad when I talk with her she never listens she keeps repeating the same thing saying she keeps replaying the words he said to that woman and its killing her and that she still can’t believe it and hopes that it’s just a nightmare she’ll wake up from and she starts questioning everything that has happened before in short the home is a wreck dad is sick of everything my little sisters are confused and I’m really worried about them and mostly mom’s mental health I feel like she’s going crazy soon and its killing me no matter what we say to her she won’t listen she treats all of us,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve avoided treatment because I dislike medication due to past experiences and my last hospital visit didn’t go well so I’m afraid of the next one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I’ve avoided treatment because I dislike medication due to past experiences and my last hospital visit didn’t go well so I’m afraid of the next one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
