id,text_id,context,subject,relation,object,negated,dominant_distortion,secondary_distortion,relation_text,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
1804,4321,I myself find it strange that i feel so jelous and so eager to be in control when i care so little about these people or the things they say and do.,i,care,people,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1805,4321,I myself find it strange that i feel so jelous and so eager to be in control when i care so little about these people or the things they say and do.,i,care,things,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1806,4323,"She acts this way because since they fought, my father completely neglected my mom.",father,neglect,mom,False,Fortune-telling,,neglect,4,Social Attachment & Rejection,Fortune-telling,
1807,4323,He told her that she can’t love her anymore and that he can’t forgive her.,she,love,her,False,Fortune-telling,,love,1,Supportive Actions,Fortune-telling,
1808,4323,He told her that she can’t love her anymore and that he can’t forgive her.,he,forgive,her,False,Fortune-telling,,forgive,4,Social Attachment & Rejection,Fortune-telling,
1809,4323,"My father’s harsh words towards her really don’t help her, because she still hopes he might love her one day.",words,help,her,False,Fortune-telling,,help,0,Negative Affect / Conflict Emotion,Fortune-telling,
1810,4323,"My father’s harsh words towards her really don’t help her, because she still hopes he might love her one day.",he,love,her,False,Fortune-telling,,love,1,Supportive Actions,Fortune-telling,
1811,4323,What can I do for her to help her move on and find happiness because it really has affected me a lot.,her,help,move,False,Fortune-telling,,help,0,Negative Affect / Conflict Emotion,Fortune-telling,
1812,4323,"I love her and want her to be healthy and happy, not to feel like every day is more pain.",I,love,her,False,Fortune-telling,,love,1,Supportive Actions,Fortune-telling,
1813,4324,My 11 year old son loves baseball and is very good.,son,love,baseball,False,Overgeneralization,,love,1,Supportive Actions,Overgeneralization,
1814,4324,When he is with her he misses practices and has missed games.,he,miss,practices,False,Overgeneralization,,miss,1,Supportive Actions,Overgeneralization,
1815,4326,"I didn’t have any kind of abusive childhood, the only unusual occurrence growing up was that I was raised by my father, who was widowed, since the age of three.",I,raise,age,False,Personalization,,raise,0,Negative Affect / Conflict Emotion,Personalization,
1816,4330,Though recently I’ve been hating social interaction and have felt completely numb in general.,I,hate,interaction,False,Overgeneralization,Mental filter,hate,1,Supportive Actions,Overgeneralization,Mental filter
1817,4332,so i discovered that other people believe in them to,people,believe,them,False,No Distortion,,believe,1,Supportive Actions,No Distortion,
1818,4334,"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.",boyfriend,criticize,France,False,Overgeneralization,,criticize,3,Interpersonal Beliefs / Roles,Overgeneralization,
1819,4334,"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.",boyfriend,criticize,me,False,Overgeneralization,,criticize,3,Interpersonal Beliefs / Roles,Overgeneralization,
1820,4334,"From France: My boyfriend criticizes me all the time, especially in the last few months since he is going to his psychotherapist.",boyfriend,criticize,months,False,Overgeneralization,,criticize,3,Interpersonal Beliefs / Roles,Overgeneralization,
1821,4340,Daughter adores me and son likes me and we all have fun but he does NOT like seeing me with his father.,son,like,me,False,Overgeneralization,Mind Reading,like,1,Supportive Actions,Overgeneralization,Mind Reading
1822,4341,"My mom, she’s very career oriented and we all support that through whatever she needs,",we,support,that,False,Magnification,,support,0,Negative Affect / Conflict Emotion,Magnification,
1823,4342,Grand parent don’t believe in mental health problems and won’t let her be seen for depression.,parent,believe,problems,False,No Distortion,,believe,1,Supportive Actions,No Distortion,
1824,4345,Also when people speak to me I sometimes can’t understand them even if I can hear them perfectly.,I,understand,them,False,Overgeneralization,,understand,1,Supportive Actions,Overgeneralization,
1825,4346,I’ll call her D made me and my other friend B. hate each other.,me,hate,other,False,Magnification,,hate,1,Supportive Actions,Magnification,
1826,4346,I’ll call her D made me and my other friend B. hate each other.,friend,hate,other,False,Magnification,,hate,1,Supportive Actions,Magnification,
1827,4346,she acted like she hate her with me.,she,hate,her,False,Magnification,,hate,1,Supportive Actions,Magnification,
1828,4346,she acted like she hate her with me.,she,hate,me,False,Magnification,,hate,1,Supportive Actions,Magnification,
1829,4346,and when she’s with other friend she acted like she hate me.,she,hate,me,False,Magnification,,hate,1,Supportive Actions,Magnification,
1830,4346,I never had boyfriend and we both never were loved each other.,we,love,other,False,Magnification,,love,1,Supportive Actions,Magnification,
1831,4346,I can’t understand what i did wrong for him to make fun of me in front of other people.my other friends say I’m over reacting and it’s a joke.and after that I avoids him,I,avoid,that,False,Magnification,,avoid,1,Supportive Actions,Magnification,
1832,4346,I can’t understand what i did wrong for him to make fun of me in front of other people.my other friends say I’m over reacting and it’s a joke.and after that I avoids him,I,avoid,him,False,Magnification,,avoid,1,Supportive Actions,Magnification,
1833,4348,We really love each other so much and are due to marry very soon.,We,love,other,False,Overgeneralization,,love,1,Supportive Actions,Overgeneralization,
1834,4351,I was abused as a child and thought I was over all of this.,I,abuse,child,False,No Distortion,,abuse,2,Positive Affect / Affection,No Distortion,
1835,4352,"My boyfriend has never been unfaithful and I know he loves me insanely, he’s just over friendly with girls and I honestly find it really difficult to deal with, because I’m very insecure, because I find his behavior exceeding “limits”, and especially that he wouldn’t accept me to behave this way around guys.",he,love,me,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1836,4353,"I’m obviously extremely worried about her and on a selfish note, I miss her a lot because she doesn’t seem to need or want me anymore.",I,miss,her,False,Mind Reading,Fortune-telling,miss,1,Supportive Actions,Mind Reading,Fortune-telling
1837,4355,Also he liked alcohol.,he,like,alcohol,False,No Distortion,,like,1,Supportive Actions,No Distortion,
1838,4357,From the U.S.: I believe I am bi-polar.,I,believe,U.S.,False,Magnification,,believe,1,Supportive Actions,Magnification,
1839,4357,"I don’t believe in talk therapy, but something is wrong with my head.",I,believe,therapy,False,Magnification,,believe,1,Supportive Actions,Magnification,
1840,4357,Can you tell me how a psychologist or psychiatrist could actually help me without just explaining their job?,psychologist,help,me,False,Magnification,,help,0,Negative Affect / Conflict Emotion,Magnification,
1841,4357,Can you tell me how a psychologist or psychiatrist could actually help me without just explaining their job?,psychiatrist,help,me,False,Magnification,,help,0,Negative Affect / Conflict Emotion,Magnification,
1842,4358,From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,I,date,teen,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
1843,4358,From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,I,date,boyfriend,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
1844,4358,From a teen in the U.S.: I have been dating my boyfriend for a little over 6 months now.,I,date,months,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
1845,4361,I need to know what others think because I love my kids and never want to lose them and at this time my parents are telling me they will take my kids.,I,love,kids,False,Mind Reading,Overgeneralization,love,1,Supportive Actions,Mind Reading,Overgeneralization
1846,4363,She knows now that I do not like that,I,like,that,False,Overgeneralization,,like,1,Supportive Actions,Overgeneralization,
1847,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,connect,people,False,Overgeneralization,,connect,0,Negative Affect / Conflict Emotion,Overgeneralization,
1848,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,connect,level,False,Overgeneralization,,connect,0,Negative Affect / Conflict Emotion,Overgeneralization,
1849,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,care,what,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1850,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,care,dreams,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1851,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,care,desires,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1852,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,care,emotions,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1853,4363,"I cant connect with people at all on an emotional level is what I realized I don’t care about the persons dreams, desires, emotions or well-being for that matter.",I,care,being,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1854,4363,But I don’t even care about my parents in the same manor I don’t care about other people.,I,care,parents,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1855,4363,But I don’t even care about my parents in the same manor I don’t care about other people.,I,care,manor,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1856,4363,But I don’t even care about my parents in the same manor I don’t care about other people.,I,care,people,False,Overgeneralization,,care,0,Negative Affect / Conflict Emotion,Overgeneralization,
1857,4364,"From a woman in Iran: I have found out that I have a really bad personality problem; here it is: When someone that I care about makes me angry repeatedly (for things like not answering my phone calls), I talk aggressively and bittingly to him/her.",I,care,that,False,Personalization,,care,0,Negative Affect / Conflict Emotion,Personalization,
1858,4364,"On one hand, I’m sad and guilty because of my impolite talking and nagging; on the other hand, I believe that person is the one that made me mad and he/she deserved my rude words.",I,believe,hand,False,Personalization,,believe,1,Supportive Actions,Personalization,
1859,4365,"She got a lot of my dads money in the divorce, he is obviously upset about that which I understand.",I,understand,which,False,No Distortion,,understand,1,Supportive Actions,No Distortion,
1860,4366,I was wondering if a therapist would help them.,therapist,help,them,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
1861,4368,He has said that he is the type of guy that shouldn’t be in a relationship because he likes his space.,he,like,space,False,Should statements,,like,1,Supportive Actions,Should statements,
1862,4368,"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.",I,love,boyfriend,False,Should statements,,love,1,Supportive Actions,Should statements,
1863,4368,"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.",I,love,him,False,Should statements,,love,1,Supportive Actions,Should statements,
1864,4368,"I love my boyfriend and sometimes him and my son have lots of fun together, he’s been around since he was 2.",I,love,son,False,Should statements,,love,1,Supportive Actions,Should statements,
1865,4371,"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?",they,like,me,False,Magnification,Mind Reading,like,1,Supportive Actions,Magnification,Mind Reading
1866,4371,"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?",I,avoid,interactions,False,Magnification,Mind Reading,avoid,1,Supportive Actions,Magnification,Mind Reading
1867,4371,"Hello, I am a 17 years old teenager, since I was a little girl I’ve always been fragile and sensitive, and by that I mean extremely sensitive, and I cry for everything and nothing, I cry over ridiculous things and for the stupidest reasons and it seems like I can’t do anything about it, at first I thought just because I was a kid, kids cry a lot, and it will disappear eventually when I grow up, but it never went away, it grew up with me, that resulted me having social anxiety, I don’t like to talk or interact with others, because I constantly have the feeling that they would judge me and that they won’t like me, and I always have the fear of their judgement if they ever saw me crying for no reason, I also avoid social interactions because I’m afraid I would get myself in a situation where I would cry, it’s so easy to get me to cry, all it takes is few hurtful words, or seeing another person crying and I will instantly cry even if I don’t know who is that person, and generally my reaction to anything or any emotion is crying, when I am angry I cry, when I am happy I cry, when I am scared I cry… I tried hundreds of times to resist the urge to cry and stop my tears but every time it was a fail, it seems like no one really understands me, not even my family, I tried to talk about this with my family members, but it was a disaster I ended up crying and my family yelling at me and telling that what I am saying is ridiculous and that I’m weak, I considered seeing a therapist before but my family won’t let me, they think that anyone who goes to the therapist is insane, I tried different ways to avoid any situation that possibly would make me cry, like avoid certain types of movies, sad or not, or any videos that shows heartwarming situations like kind acts, I always try to watch comedy, or anything that makes me laugh, or jokes but the only thing that I can’t do anything about it is my thoughts , sometimes, without realizing it, I would imagine some scenarios, or remember some memories not necessarily sad, and I would instantly cry, at the moment I’m just using temporary solutions that doesn’t solve the problem, it just retards it, is it a mental issue?",one,understand,me,False,Magnification,Mind Reading,understand,1,Supportive Actions,Magnification,Mind Reading
1868,4375,I love him and would do anything for him.,I,love,him,False,Overgeneralization,,love,1,Supportive Actions,Overgeneralization,
1869,4376,"And I don’t know why I’m scared because she’s a very good mother, and I’ve trusted her with a lot of secrets.",I,trust,her,False,Should statements,Mind Reading,trust,0,Negative Affect / Conflict Emotion,Should statements,Mind Reading
1870,4376,"And I don’t know why I’m scared because she’s a very good mother, and I’ve trusted her with a lot of secrets.",I,trust,lot,False,Should statements,Mind Reading,trust,0,Negative Affect / Conflict Emotion,Should statements,Mind Reading
1871,4377,"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!",me,support,her,False,Magnification,,support,0,Negative Affect / Conflict Emotion,Magnification,
1872,4377,"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!",I,support,her,False,Magnification,,support,0,Negative Affect / Conflict Emotion,Magnification,
1873,4377,"She wants me to support her financially ( I only turned 24) and I did support her for years now, and I never have enough to live myself!",I,support,years,False,Magnification,,support,0,Negative Affect / Conflict Emotion,Magnification,
1874,4377,She tells me I am the only person that understands her!,that,understand,her,False,Magnification,,understand,1,Supportive Actions,Magnification,
1875,4377,"To how unhappy se is, how bored, how she hates relying on everyone for money, how no-one loves her.",one,love,her,False,Magnification,,love,1,Supportive Actions,Magnification,
1876,4378,I don’t like people.,I,like,people,False,Mental filter,,like,1,Supportive Actions,Mental filter,
1877,4382,Her boyfriend has never liked me.,boyfriend,like,me,False,Overgeneralization,,like,1,Supportive Actions,Overgeneralization,
1878,4385,"I don’t really eat healthy, I have trouble trusting people (there isn’t anyone I trust fully in the entire world) and I don’t get along well with my family.",I,trust,world,False,No Distortion,,trust,0,Negative Affect / Conflict Emotion,No Distortion,
1879,4386,"The real problem, every time he goes to get help they accuse him of just wanting to get drugs, but he hates taking any drugs.",they,accuse,him,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
1880,4387,I love gay men.,I,love,men,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1881,4389,MY father judges the other people by looks and ironically he’s the one that people abuse .,people,abuse,that,False,Labeling,,abuse,2,Positive Affect / Affection,Labeling,
1882,4389,I hate my parents and Idk what to do .,I,hate,parents,False,Labeling,,hate,1,Supportive Actions,Labeling,
1883,4393,"My family look at this boy like another son, they love him and he even has keys to my mother’s house.",they,love,him,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1884,4405,and she is accusing herself because of abuse.,she,accuse,herself,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
1885,4405,and she is accusing herself because of abuse.,she,accuse,abuse,False,No Distortion,,accuse,3,Interpersonal Beliefs / Roles,No Distortion,
1886,4405,she says i didnt understand his behaviour as sexually.,i,understand,behaviour,False,No Distortion,,understand,1,Supportive Actions,No Distortion,
1887,4405,and she says she thought his behaviour was normal because our father loves her touching.,father,love,touching,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1888,4405,and he loves our sister and us i dont know what to think.,he,love,sister,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1889,4405,and he loves our sister and us i dont know what to think.,he,love,us,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1890,4413,I was abused physically and emotionally from a very young age by my father.,I,abuse,age,False,No Distortion,,abuse,2,Positive Affect / Affection,No Distortion,
1891,4415,"I have friends who emotionally depend on me but I can’t, I simply cannot, feel sympathy or empathy.",who,depend,me,False,Overgeneralization,,depend,0,Negative Affect / Conflict Emotion,Overgeneralization,
1892,4415,"I just do it, because I like it.",I,like,it,False,Overgeneralization,,like,1,Supportive Actions,Overgeneralization,
1893,4415,"I like acting and drama, because its easy.",I,like,acting,False,Overgeneralization,,like,1,Supportive Actions,Overgeneralization,
1894,4415,"I like acting and drama, because its easy.",I,like,drama,False,Overgeneralization,,like,1,Supportive Actions,Overgeneralization,
1895,4416,but i hate my husbands daughter (4 years old).,i,hate,husbands,False,Labeling,,hate,1,Supportive Actions,Labeling,
1896,4419,She stopped b/c she did not think the therapist was helping her.,therapist,help,her,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
1897,4423,"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.",sisters,help,her,False,Should statements,,help,0,Negative Affect / Conflict Emotion,Should statements,
1898,4423,"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.",sisters,help,something,False,Should statements,,help,0,Negative Affect / Conflict Emotion,Should statements,
1899,4423,"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.",I,help,her,False,Should statements,,help,0,Negative Affect / Conflict Emotion,Should statements,
1900,4423,"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.",I,help,something,False,Should statements,,help,0,Negative Affect / Conflict Emotion,Should statements,
1901,4426,"From the U.S.: First of all, I love my husband.",I,love,U.S.,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1902,4426,"From the U.S.: First of all, I love my husband.",I,love,husband,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1903,4426,We have been married for almost 3 years.,We,marry,years,False,No Distortion,,marry,4,Social Attachment & Rejection,No Distortion,
1904,4427,"As a child my father abused me emotionally, lied compulsively and forced me to have trust issues.",father,abuse,child,False,Should statements,,abuse,2,Positive Affect / Affection,Should statements,
1905,4427,"As a child my father abused me emotionally, lied compulsively and forced me to have trust issues.",father,abuse,me,False,Should statements,,abuse,2,Positive Affect / Affection,Should statements,
1906,4427,"When they are, I don’t like it.",I,like,it,False,Should statements,,like,1,Supportive Actions,Should statements,
1907,4428,"I see my brother and his girlfriend express affection for each other, and I can’t understand love.",I,understand,love,False,Labeling,,understand,1,Supportive Actions,Labeling,
1908,4428,"I recently took interest in a girl, and I liked her.",I,like,her,False,Labeling,,like,1,Supportive Actions,Labeling,
1909,4428,"I’m not seeking help, because tbh I like my mindset.",I,like,mindset,False,Labeling,,like,1,Supportive Actions,Labeling,
1910,4431,"He said she wouldn’t like it and be upset, so hence we had a wedding that we did not want.",she,like,it,False,Overgeneralization,Magnification,like,1,Supportive Actions,Overgeneralization,Magnification
1911,4433,"Some separate rational part of my brain knows they’re not true, even when I’m actively believing them.",I,believe,them,False,Mind Reading,,believe,1,Supportive Actions,Mind Reading,
1912,4440,"I don’t understand why, and that is a problem because if i can’t understand it i can’t fix it.",i,understand,it,False,Should statements,,understand,1,Supportive Actions,Should statements,
1913,4441,"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.",he,love,things,False,Overgeneralization,,love,1,Supportive Actions,Overgeneralization,
1914,4441,"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.",he,love,me,False,Overgeneralization,,love,1,Supportive Actions,Overgeneralization,
1915,4441,"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.",he,trust,me,False,Overgeneralization,,trust,0,Negative Affect / Conflict Emotion,Overgeneralization,
1916,4442,"At an early age, I’ve always disliked people my own age.",I,dislike,age,False,Overgeneralization,,dislike,3,Interpersonal Beliefs / Roles,Overgeneralization,
1917,4442,"At an early age, I’ve always disliked people my own age.",I,dislike,people,False,Overgeneralization,,dislike,3,Interpersonal Beliefs / Roles,Overgeneralization,
1918,4442,"At an early age, I’ve always disliked people my own age.",I,dislike,age,False,Overgeneralization,,dislike,3,Interpersonal Beliefs / Roles,Overgeneralization,
1919,4443,I am seventeen and I dated this guy for about six months.,I,date,guy,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
1920,4443,I am seventeen and I dated this guy for about six months.,I,date,months,False,No Distortion,,date,0,Negative Affect / Conflict Emotion,No Distortion,
1921,4443,She hates him for some reason and will not even let me talk to him.,She,hate,him,False,No Distortion,,hate,1,Supportive Actions,No Distortion,
1922,4443,She hates him for some reason and will not even let me talk to him.,She,hate,reason,False,No Distortion,,hate,1,Supportive Actions,No Distortion,
1923,4443,"I love him with all my heart, and he treated me so well",I,love,him,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1924,4443,"I love him with all my heart, and he treated me so well",I,love,heart,False,No Distortion,,love,1,Supportive Actions,No Distortion,
1925,4448,"It would be best for me to see a therapist, however, I’m currently living with my parents and they “don’t believe in that sort of thing”; I have tried going to see a therapist before",they,believe,sort,False,Magnification,,believe,1,Supportive Actions,Magnification,
1926,4449,I have had doubts about whether or not she really cares about me for few years.,she,care,me,False,Mind Reading,,care,0,Negative Affect / Conflict Emotion,Mind Reading,
1927,4449,I have had doubts about whether or not she really cares about me for few years.,she,care,years,False,Mind Reading,,care,0,Negative Affect / Conflict Emotion,Mind Reading,
1928,4453,Our relationship was going good and we both really liked each other,we,like,other,False,Magnification,,like,1,Supportive Actions,Magnification,
1929,4453,but apparently he liked the thought of the job and his potential life in Chicago more or maybe he felt it was just something he had to do.,he,like,thought,False,Magnification,,like,1,Supportive Actions,Magnification,
1930,4453,He texted me telling me he missed me and we got back together until right before he had to move.,he,miss,me,False,Magnification,,miss,1,Supportive Actions,Magnification,
1931,4458,My father abandoned us when I was 3 years old which I never got over.,father,abandon,us,False,No Distortion,,abandon,4,Social Attachment & Rejection,No Distortion,
1932,4460,"I don’t even feel I love my parents, because it’s more just like my mind wasn’t made for that to happen – my mind was made instead to constantly evaluate and re-evaluate things, contemplate, make up ideas and future plans, and worries over the most nonsensical things (see below).",I,love,parents,False,Should statements,,love,1,Supportive Actions,Should statements,
1933,4461,"I would always repeat what another person said to me, not to be snarky, but I just couldn’t help it.",I,help,it,False,Overgeneralization,,help,0,Negative Affect / Conflict Emotion,Overgeneralization,
1934,4462,From a teen in Egypt: When i was a child i was sexually abused and when my father found out he didnt do anything.,i,abuse,teen,False,Overgeneralization,Emotional Reasoning,abuse,2,Positive Affect / Affection,Overgeneralization,Emotional Reasoning
1935,4467,but I love it when I’m doing it.,I,love,it,False,All-or-nothing thinking,,love,1,Supportive Actions,All-or-nothing thinking,
1936,4469,From the U.S.: I’m 58 and I’ve been dating a wonderful man who is 4 years younger than me.,I,date,man,False,Mind Reading,,date,0,Negative Affect / Conflict Emotion,Mind Reading,
1937,4469,"He was married for 25 years, is from Europe and is very wealthy.",He,marry,years,False,Mind Reading,,marry,4,Social Attachment & Rejection,Mind Reading,
1938,4472,"I’m really struggling with understanding how I was a huge part of his life for almost two decades and even though we are still married, his actions show that he truly does not care about me.",he,care,me,False,Mind Reading,,care,0,Negative Affect / Conflict Emotion,Mind Reading,
1939,4473,"I’ve been dating him for about 4 mos, and he, in the past few weeks, has been acting oddly.",I,date,him,False,Mind Reading,,date,0,Negative Affect / Conflict Emotion,Mind Reading,
1940,4473,"I’ve been dating him for about 4 mos, and he, in the past few weeks, has been acting oddly.",I,date,mos,False,Mind Reading,,date,0,Negative Affect / Conflict Emotion,Mind Reading,
1941,4475,From a teen in the U.S.: Well I was physically abused as a child by my father and emotionally abused by my mother all my life.,I,abuse,teen,False,Overgeneralization,,abuse,2,Positive Affect / Affection,Overgeneralization,
1942,4475,From a teen in the U.S.: Well I was physically abused as a child by my father and emotionally abused by my mother all my life.,I,abuse,child,False,Overgeneralization,,abuse,2,Positive Affect / Affection,Overgeneralization,
1943,4475,I had abandonment issues after my parents split up and people who raised me walked out.,who,raise,me,False,Overgeneralization,,raise,0,Negative Affect / Conflict Emotion,Overgeneralization,
1944,4478,"From a teen in Germany: I started to believe I have superpowers to cause deaths, which I strongly believe until now.",I,believe,which,False,Mind Reading,Emotional Reasoning,believe,1,Supportive Actions,Mind Reading,Emotional Reasoning
1945,4480,Her mother hates that and resents her for going there first.,mother,hate,that,False,Mind Reading,,hate,1,Supportive Actions,Mind Reading,
1946,4485,Will the other drugs help my symptoms?,drugs,help,symptoms,False,No Distortion,,help,0,Negative Affect / Conflict Emotion,No Distortion,
1947,4486,She later apologized but I’ve just never really forgiven her for it even though I said I did.,I,forgive,her,False,Labeling,Should statements,forgive,4,Social Attachment & Rejection,Labeling,Should statements
1948,4486,She later apologized but I’ve just never really forgiven her for it even though I said I did.,I,forgive,it,False,Labeling,Should statements,forgive,4,Social Attachment & Rejection,Labeling,Should statements
1949,4487,I have been raising him on my own with little to no help from his father since he was born.,I,raise,him,False,No Distortion,,raise,0,Negative Affect / Conflict Emotion,No Distortion,
1950,4487,I have been raising him on my own with little to no help from his father since he was born.,I,raise,own,False,No Distortion,,raise,0,Negative Affect / Conflict Emotion,No Distortion,
1951,4487,I have been raising him on my own with little to no help from his father since he was born.,I,raise,little,False,No Distortion,,raise,0,Negative Affect / Conflict Emotion,No Distortion,
1952,4487,My boyfriend and I have a great relationship except we can’t see eye to eye on the way I raise my son.,I,raise,son,False,No Distortion,,raise,0,Negative Affect / Conflict Emotion,No Distortion,
1953,4490,And I blame myself for all that knowing that I can hurt somebody.,I,blame,myself,False,Personalization,,blame,1,Supportive Actions,Personalization,
1954,4490,And I blame myself for all that knowing that I can hurt somebody.,I,blame,all,False,Personalization,,blame,1,Supportive Actions,Personalization,
1955,4491,"From a teen in the U.S.: okay so, my boyfriend says he trusts me but I feel like he doesn’t because next week I have to go to another city for a competition with my team and we will be staying there for 2/3 days.",he,trust,me,False,Mind Reading,,trust,0,Negative Affect / Conflict Emotion,Mind Reading,
