id,text_id,context,relationship,relation,relation_cluster,relation_cluster_label,Dominant Distortion,Secondary Distortion (Optional)
1498,3950,"My Sister has Stage 4 Lymphoma and throughout everything I have only been able to help her once. During the time that my vehicle was working I drove her around to help her with errands (depositing money from her benefit), taking her to pay bills, etc. She filled up my tank in exchange, but a month later my car’s transmission failed. She texted me recently and said “You need to step up”, I’m currently without a car, I have no sleeping schedule (it varies as my SO works nights), and I am experiencing signs of Agoraphobia. It is so intense that sometimes I pace between my front and back door trying to feel safe enough to go outside for a Cigarette. I don’t understand how to heal myself let alone be something better for my Sister. And It truly is heartbreaking. All my life my parents told me “You just gotta get over it”, but after 25 years of “getting over it” (just pushing it down inside), I was starting to be successful and find a job that I really enjoyed (because I was helping people) as a Pharmacy Technician. I worked at Humana as a Call center Tech., and I started hearing Voices. I knew they weren’t there, because I’d say “huh?” and my co-workers would tell me they didn’t say anything. It got to the point where I actually admitted to my boss that I have anxiety and it really affects me to the point where I panic to even go to work. I have quit so many jobs due to this.. and I have never lasted more than a year at any of them. My sister (the one with cancer) told me years ago that I needed professional help, and the minute I seek out for it, she tells me I am full of crap. I am basically wanting to know if any of this is justified, and I’m unsure of how to react of feel.. I am hurt, in a way I have already mourned her, and it’s hard for me to empathize with her when she’s treating me like this.. What do i do?","('help', 'I', 'people')",help,0,Supportive Actions,All-or-nothing thinking,
1499,3950,"My Sister has Stage 4 Lymphoma and throughout everything I have only been able to help her once. During the time that my vehicle was working I drove her around to help her with errands (depositing money from her benefit), taking her to pay bills, etc. She filled up my tank in exchange, but a month later my car’s transmission failed. She texted me recently and said “You need to step up”, I’m currently without a car, I have no sleeping schedule (it varies as my SO works nights), and I am experiencing signs of Agoraphobia. It is so intense that sometimes I pace between my front and back door trying to feel safe enough to go outside for a Cigarette. I don’t understand how to heal myself let alone be something better for my Sister. And It truly is heartbreaking. All my life my parents told me “You just gotta get over it”, but after 25 years of “getting over it” (just pushing it down inside), I was starting to be successful and find a job that I really enjoyed (because I was helping people) as a Pharmacy Technician. I worked at Humana as a Call center Tech., and I started hearing Voices. I knew they weren’t there, because I’d say “huh?” and my co-workers would tell me they didn’t say anything. It got to the point where I actually admitted to my boss that I have anxiety and it really affects me to the point where I panic to even go to work. I have quit so many jobs due to this.. and I have never lasted more than a year at any of them. My sister (the one with cancer) told me years ago that I needed professional help, and the minute I seek out for it, she tells me I am full of crap. I am basically wanting to know if any of this is justified, and I’m unsure of how to react of feel.. I am hurt, in a way I have already mourned her, and it’s hard for me to empathize with her when she’s treating me like this.. What do i do?","('help', 'I', 'Technician')",help,0,Supportive Actions,All-or-nothing thinking,
1500,3953,"From roughly the age of 9 I have had an extremely volatile relationship with my mother. From the outside looking in, she is a very law-abiding pilar of the community. Very pleasant to speak to within certain audiences, her family, our friends etc but when we are alone she is almost like a completely different person. As though her problems manifest into those few moments (I limit time alone with her now) and she lets it all out. How terrible her life and usually how myself and my father are to blame. I used to feel sorry for my father but now as an adult with my own children, I feel a sense of anger as to why he has allowed this to go on or was it that he doesn’t see the full extent of the emotional abuse. One time I remember as a child she was in one of her moods so I put my headphones in as a coping mechanism. We were in town and she grabs them out of my ears and told me to get lost (in polite terms) and I walked to my grandmother’s house which was around 4 miles away alone. My father came to collect me and I got told off as he did not believe it was my mother who told me to do this and I suppose that had a lasting impact as since then I don’t believe he trusts me as an innocent party.","('trust', 'he', 'me')",trust,0,Supportive Actions,Mind Reading,Overgeneralization
1501,3953,"From roughly the age of 9 I have had an extremely volatile relationship with my mother. From the outside looking in, she is a very law-abiding pilar of the community. Very pleasant to speak to within certain audiences, her family, our friends etc but when we are alone she is almost like a completely different person. As though her problems manifest into those few moments (I limit time alone with her now) and she lets it all out. How terrible her life and usually how myself and my father are to blame. I used to feel sorry for my father but now as an adult with my own children, I feel a sense of anger as to why he has allowed this to go on or was it that he doesn’t see the full extent of the emotional abuse. One time I remember as a child she was in one of her moods so I put my headphones in as a coping mechanism. We were in town and she grabs them out of my ears and told me to get lost (in polite terms) and I walked to my grandmother’s house which was around 4 miles away alone. My father came to collect me and I got told off as he did not believe it was my mother who told me to do this and I suppose that had a lasting impact as since then I don’t believe he trusts me as an innocent party.","('trust', 'he', 'party')",trust,0,Supportive Actions,Mind Reading,Overgeneralization
1502,3956,"My boyfriend and I have been together for almost 4 years now. After a year of me commuting to see him (he lived 2 hrs away), we purchased a house together in his area and I began working from home. This is when I started to see issues. He would drink heavily every Friday & Saturday which wasn’t different from before but now he was showing his true colors. If he got angry or upset about something, he would take it out on me. He’s threatened to kill himself numerous times and has held loaded guns to his head while screaming at me. He’s even fired off a pistol into the ground right next to me while yelling. Another night, we both were drinking and went to bed late. I woke during the night and ran to the bathroom to vomit. He was angry that he had to come check on me and started to say nasty things. I began yelling at him asking what’s wrong with him and banged my hands onto his chest as I did that. Well, he hauled off and punched me in the fa ce. I never reported this to the police. He’s called me pathetic, said he has no respect for me and many other nasty things. This past May, he put a gun to his head again and that was it for me. I moved back to my town with plans of either selling the home we purchased together or him refinancing to have me removed. He still wouldn’t let me go and I allowed it for some reason!!! We’ve been seeing each other every other weekend since July (again, I’m doing all the driving). He has been doing much better with not drinking but I have caught him lying about it because I can tell when he is. In November, he decided to get drunk again and we had another nasty fight. He apologized saying he would never do it again, that he does not like the person he becomes when he’s drinking and that I should be treated like a queen. So, I gave him yet another chance. This past weekend, I asked if he got beer jokingly and he responded that he did but only a six pack. SMH! He then proceeded to tell me that he wanted to reach out to friends he cut ties with and when I asked if that was a good idea because they like to party, he got enraged! Called me all kinds of nasty things and was extremely hurtful. I told him I cannot do this anymore, that I deserve better and that he really needs to seek help from all the pain he has from childhood. He says he’ll NEVER go to therapy and that I need help because my emotions are out of control. He’s says I’m throwing away 4 years all because of a little argument. Why do I have such a hard time leaving this horribly abusive relationship???? There’s way more but I cannot fit it all in.","('like', 'he', 'person')",like,1,Interpersonal Beliefs / Emotions,Personalization,
1503,3956,"My boyfriend and I have been together for almost 4 years now. After a year of me commuting to see him (he lived 2 hrs away), we purchased a house together in his area and I began working from home. This is when I started to see issues. He would drink heavily every Friday & Saturday which wasn’t different from before but now he was showing his true colors. If he got angry or upset about something, he would take it out on me. He’s threatened to kill himself numerous times and has held loaded guns to his head while screaming at me. He’s even fired off a pistol into the ground right next to me while yelling. Another night, we both were drinking and went to bed late. I woke during the night and ran to the bathroom to vomit. He was angry that he had to come check on me and started to say nasty things. I began yelling at him asking what’s wrong with him and banged my hands onto his chest as I did that. Well, he hauled off and punched me in the fa ce. I never reported this to the police. He’s called me pathetic, said he has no respect for me and many other nasty things. This past May, he put a gun to his head again and that was it for me. I moved back to my town with plans of either selling the home we purchased together or him refinancing to have me removed. He still wouldn’t let me go and I allowed it for some reason!!! We’ve been seeing each other every other weekend since July (again, I’m doing all the driving). He has been doing much better with not drinking but I have caught him lying about it because I can tell when he is. In November, he decided to get drunk again and we had another nasty fight. He apologized saying he would never do it again, that he does not like the person he becomes when he’s drinking and that I should be treated like a queen. So, I gave him yet another chance. This past weekend, I asked if he got beer jokingly and he responded that he did but only a six pack. SMH! He then proceeded to tell me that he wanted to reach out to friends he cut ties with and when I asked if that was a good idea because they like to party, he got enraged! Called me all kinds of nasty things and was extremely hurtful. I told him I cannot do this anymore, that I deserve better and that he really needs to seek help from all the pain he has from childhood. He says he’ll NEVER go to therapy and that I need help because my emotions are out of control. He’s says I’m throwing away 4 years all because of a little argument. Why do I have such a hard time leaving this horribly abusive relationship???? There’s way more but I cannot fit it all in.","('like', 'they', 'party')",like,1,Interpersonal Beliefs / Emotions,Personalization,
1504,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('abandon', 'he', 'me')",abandon,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1505,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('care', 'he', 'me')",care,0,Supportive Actions,Fortune-telling,
1506,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('love', 'I', 'her')",love,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1507,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('hate', 'He', 'mom')",hate,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1508,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('hate', 'He', 'thing')",hate,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1509,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('blame', 'she', 'him')",blame,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1510,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('blame', 'she', 'everything')",blame,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1511,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('avoid', 'I', 'that')",avoid,0,Supportive Actions,Fortune-telling,
1512,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('avoid', 'I', 'topics')",avoid,0,Supportive Actions,Fortune-telling,
1513,3957,"My parents have been divorced for 19 years. I grew up with my mother and grandma in her house. During my childhood, my grandma would tell me horrible things about my father such as that he abandoned me, that he doesn’t care about me, etc. which resulted in me not having any kind of relationship with my father up until my late teen years when we started rebuilding it. He and my mother don’t talk and she is convinced that my father wants to turn me against her and this is the reason for many terrible arguments I am having with her which sometimes end in her issuing an ultimatum- either I’ll act the way she wants me to or I can pack my bags and move to my dad’s place. She also claims that I don’t love her or care about her and that I will always prefer my father over her which is not true because for my whole life I wanted them to get along and respect each other. On the other hand, my dad won’t visit me at my place because he could run into my mom since I am living with her. He does hate my mom for all the thing she did to him in the past and is avoiding her completely while she blames him for everything bad that happened to her. Recently my mom started seeing a neuropsychiatrist who diagnosed her with depression and anxiety. Because of that I sometimes avoid certain topics for discussion because I’m afraid she would judge me or get angry with me. For these reasons, I don’t feel close to either one of them nor I have the freedom to talk about my problems with them. Often I feel like they pressure me into picking a side and I am tired of being in that position.I care about them both equally and my love for them could not be measured. Picking a side would only mean hurting one of them. I feel trapped and I don’t know how to act or what to do anymore. (From Sarajevo)","('care', 'I', 'them')",care,0,Supportive Actions,Fortune-telling,
1514,3960,I’m 23 years old and I live with my parents. I keep lying to them about college. I want to major in dietetics but I keep having problems with chemistry and I need it to actually claim dietetics as my major and I’m taking the needed nutrition courses for it in the meantime. The problem though is that I need an internship for dietetics to gain experience and I can’t qualify for one until chemistry is passed. I keep lying to my parents about my graduation date. It happens without me even thinking about it! The lies just come out. Sometimes I just want to disappear and my self-esteem and confidence are at an all-time low. I feel pathetic because I’m also jealous of my 19-year-old cousin and 14-year-old brother. They know what they want to do with themselves and it took me this long to figure out what I want to do. My brother is seeing a therapist for his issues and I don’t want to add to the problems. I love my family too much to want to hurt them but every time my doubts pop into my head they sound like my entire family berating me and tearing me down even though I know they wouldn’t do that. I feel like I’m going to drive myself crazy! Disappointing them is my worst fear and I hate when I feel like I’ve done that. The year before that I had admitted to them I was lying about doing well in school and now I’ve lied to them again. I’m sorry I just needed to vent. I’d usually talk to my uncle about this but I thought I was already past all of this shit. My parents deserve a better daughter. One who doesn’t have all of these problems.,"('love', 'I', 'family')",love,1,Interpersonal Beliefs / Emotions,Personalization,Should statements
1515,3967,"its very hard to explain how I feel, I cant really explain my emotions at all, being in a relationship is hard because I feel like I cant talk about what im feeling in a way that I think will make sense to other people. I tend to feel like im somehow not in control of my thoughts at all, its one thought after another sometimes with no connection at all I doubt myself so much, ill constantly think that what I feel is wrong and I shouldn’t even feel or think the way I do but I cant stop it. I sometimes feel like im not myself or sometimes ill catch myself feeling more “awake” or “aware” sometimes I feel like I see myself in a different perspective almost as if I was not even in control of myself or even was myself. I cant hold a job because I have extremely bad anxiety. I kind of feel like im going crazy for feeling or thinking the way I do. I just want to know if I need to seek help maybe this is normal and everybody else feels like this?","('doubt', 'I', 'myself')",doubt,1,Interpersonal Beliefs / Emotions,Should statements,Fortune-telling
1516,3968,"I just found out today that a close friend of mine was raped last year. I only learned this from my best friend whom she told but I don’t want to ruin their friendship. I want to see this bastard who did it behind bars and want to report what happened but I’m scared there’s not enough evidence to convict or even find the guy. I love her like family and I’m enraged about this issue, what do I do? Report it with a chance of failure and her hating me? Or not say anything and let it fade away.","('love', 'I', 'her')",love,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1517,3968,"I just found out today that a close friend of mine was raped last year. I only learned this from my best friend whom she told but I don’t want to ruin their friendship. I want to see this bastard who did it behind bars and want to report what happened but I’m scared there’s not enough evidence to convict or even find the guy. I love her like family and I’m enraged about this issue, what do I do? Report it with a chance of failure and her hating me? Or not say anything and let it fade away.","('love', 'I', 'family')",love,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1518,3968,"I just found out today that a close friend of mine was raped last year. I only learned this from my best friend whom she told but I don’t want to ruin their friendship. I want to see this bastard who did it behind bars and want to report what happened but I’m scared there’s not enough evidence to convict or even find the guy. I love her like family and I’m enraged about this issue, what do I do? Report it with a chance of failure and her hating me? Or not say anything and let it fade away.","('love', 'I', 'I')",love,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1519,3968,"I just found out today that a close friend of mine was raped last year. I only learned this from my best friend whom she told but I don’t want to ruin their friendship. I want to see this bastard who did it behind bars and want to report what happened but I’m scared there’s not enough evidence to convict or even find the guy. I love her like family and I’m enraged about this issue, what do I do? Report it with a chance of failure and her hating me? Or not say anything and let it fade away.","('hate', 'her', 'me')",hate,1,Interpersonal Beliefs / Emotions,Fortune-telling,
1520,3969,"From the U.S.: I divorced several years ago after 18 years in an abusive marriage.  I have been dating an old friend from college for over 1 year.  This man is very gentle and kind, and does a lot of nice things for me.  He spends most of his free time with me when possible, but he lives an hour away.  He always makes the drive to see me, and comes 2-3 times a week to do things or hang out with me.","('date', 'I', 'friend')",date,0,Supportive Actions,No Distortion,
1521,3969,"From the U.S.: I divorced several years ago after 18 years in an abusive marriage.  I have been dating an old friend from college for over 1 year.  This man is very gentle and kind, and does a lot of nice things for me.  He spends most of his free time with me when possible, but he lives an hour away.  He always makes the drive to see me, and comes 2-3 times a week to do things or hang out with me.","('date', 'I', 'year')",date,0,Supportive Actions,No Distortion,
1522,3973,"From a teen guy in the U.S.: I’ve always been uncomfortable with affection. When I feel like I’ve been wronged I can completely cut someone out of my life and could care less about them. Even some of my close relatives. I realized that I don’t really care at all about things I should care about. I realized today that if my parents were to sit me down and tell me that they didn’t love me at all, I would absolutely not mind at all. I wouldn’t be hurt at all and the first thought that would come to mind would be, if I could still live in my house. I don’t think this is normal or is it?","('care', 'I', 'things')",care,0,Supportive Actions,Should statements,
1523,3973,"From a teen guy in the U.S.: I’ve always been uncomfortable with affection. When I feel like I’ve been wronged I can completely cut someone out of my life and could care less about them. Even some of my close relatives. I realized that I don’t really care at all about things I should care about. I realized today that if my parents were to sit me down and tell me that they didn’t love me at all, I would absolutely not mind at all. I wouldn’t be hurt at all and the first thought that would come to mind would be, if I could still live in my house. I don’t think this is normal or is it?","('love', 'they', 'me')",love,1,Interpersonal Beliefs / Emotions,Should statements,
1524,3974,"My therapist says i am “emotionally detached.” In the past i have been told i could have autism. My husband thinks i am a sociopath. I have little to no emotion and can’t quite understand, nor do i care, about the emotions of others. i am beyond antisocial and hate socializing or being around people. i have absolutely no interest in human interaction. I have had homicidal thoughts for most of my life and have been deemed “mentally unstable and a threat to society.” I am unable to form bonds with others, but i can with objects and animals. The death of family members has no effect on me and never really has. My question is, what could this be? is it simply emotional detachment? or could it be autism or sociopathy? how do i go about getting diagnosed and tested if need be?","('care', 'i', 'emotions')",care,0,Supportive Actions,Magnification,Overgeneralization
1525,3975,"My husband had major anger issues. We have been together for 8 years and have 3 kids together. I never feel like I can say what I want because I’m scared he’s going to react. I do everything in the home. All he has is to do is work. He snaps at the kids almost daily when he wakes up. He works graveyard. He never asks them how their days are or makes them feel like they are doing anything right. Our problem is that I defend them constantly and he doesn’t like that I take their side. Tonight, he snapped at our daughter for getting soap in her eye. I stepped in and told him to get out because I’ve seen/heard enough.","('like', 'he', 'that')",like,1,Interpersonal Beliefs / Emotions,Emotional Reasoning,Fortune-telling
1526,3976,"I’m 23 years old, I’m finishing my studies, and I’ve been in a relationship for 2 years. My parents never wanted to know him cause he isn’t the looking good type, that they imagined to me (cause he is bald, without status and money). However he’s a nice independent man (he got his own house and car) with 28 years old, I love him, he is very honest and kind to me. He always treated me well and despite my parent’s attempts to separate us.","('love', 'I', 'him')",love,1,Interpersonal Beliefs / Emotions,No Distortion,
1527,3977,"I seriously dislike my stepdaughter. She is now 13 and is the youngest of 4 kids, but from a different father. My wife described the circumstances of her birth as an accident, as she didn’t even have a relationship with the girl’s father. She did consider abortion at the time, but followed through with the pregnancy. The girl has always had everything handed to her, and my wife seems to feel guilty, although she tells me, and I see, her trying to educate the girl. The girl is impossible! She is selfish and is incapable of thinking about someone other than herself. Even when she is nice, she is unbearable. I try to participate in her life as much as I can; to try to find activities we can do to get closer, but it seems she doesn’t like me either. There is nothing about her that I like. My wife also seems annoyed by her. She is a good student, though, and has friends. Teachers speak well of her too. She is lazy and believes she is so smart. She is smart, but she just thinks so highly of herself. As much as I try to understand the situation, consider the girl’s past, and to try participate and help my wife, and cannot like this girl. I do believe she is old enough to take responsibility of what she does wrong and to do her part in helping us become a family. I am afraid I will not make it, regardless of how much I love my wife. I do realize that my attitude lately does reflect the fact that I dislike the girl, and I try to not make it as conspicuous for my wife; but it can be pretty obvious, especially when my wife is also annoyed by the girl. My wife works a lot, and the girl spends a lot of time by herself, as she has always have. I’ve suggested that we find activities, but the girl doesn’t want to do anything other than being on her phone and ask for new stuff, which she ends up breaking anyway. She has no regard for other people’s space or things; everything is disposable to her. I feel like I won’t make for another 4-5 years… Please help!","('dislike', 'I', 'stepdaughter')",dislike,1,Interpersonal Beliefs / Emotions,Labeling,Personalization
